ProviderNumber,HospitalName,Address1,City,ZipCode,CountyName,PhoneNumber,HospitalOwner,EmergencyService,Condition,label
10010,MARSHALL MEDICAL CENTER NORTH,8000 ALABAMA HIGHWAY 69,GUNTERSVILLE,35976,MAMSHALL,2565718000,Government - Hospital District or Authority,Yes,Heart Attack,0.0
10046,RIVERVIEW REGIONAL MEDICAL CENTER,600 SOUTH THIRD STREET,GADSDEN,35901,ETOWAH,2565435200,Proprietary,Yes,Heart Attack,1.0
,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,35968,DE KALB,2568453150,Voluntary non-profit - Church,Yes,Heart Attack,0.0
10027,ELBA GENERAL HOSPITAL,987 DRAYTON STREET,ELBA,36323,COFFEE,3348972257,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,1.0
10047,GEORGIANA HOSPITAL,515 MIRANDA ST,GEORGIANA,36033,BUTLER,3343762205,Voluntary non-profit - Private,No,Pneumonia,1.0
10018,CALLAHAN EYE FOUNDATION HOSPITAL,1720 UNIVERSITY BLVD,BIRMINGHAM,35233,JEFFERSON,2053258100,Voluntary non-profit - Private,Yes,Heart Failure,1.0
10022,CHEROKEE MEDICAL CENTER,400 NORTHWOOD DR,CENTRN,35960,CHEROKEE,2569275531,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,0.0
10046,RIVERVIEW REGIONAL MEDICAL CENTER,600 SOUTH THIRD STREET,GADSDEN,35901,ETOWAH,2565435200,Proprietary,Yes,Heart Attack,1.0
10108,PRATTVILLE BAPTIST HOSPITAL,124 S MEMORIAL DR,PRATTVILLE,36067,AUTAUGA,3343614267,Voluntary non-profit - Private,Yes,,0.0
10021,DALE MEDICAL CENTER,126 HOSPITAL AVE,FLORENCE,36360,DALE,3347742601,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,0.0
10006,,205 MARENGO STREET,FLORENCE,35631,LAUDERDALE,2567688400,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,0.0
10108,PRATTVILLE BAPTIST HOSPITAL,2000 PEPPERELL PARKWAY,PRATTVILLE,36067,AUTAUGA,3343614267,Voluntary non-profit - Private,Yes,Heart Failure,0.0
10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,36302,HOUSTON,3347938701,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,1.0
10010,MARSHALL MEDICAL CENTER NORTH,8000 ALABAMA HIGHWAY 69,GUNTERSVILLE,35976,MARSHALL,2565718000,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,1.0
10009,HARTSELLE MEDICAL CENTER,201 PINE STREET NORTHWEST,HARTSELLE,35640,MORGAN,2567736511,Proprietary,Yes,Heart Attack,1.0
10040,GADSDEN REGIONAL MEDICAL CENTER,1007 GOODYEAR AVENUE,GADSDEN,35903,ETOWAH,2564944000,Proprietary,,Pneumonia,0.0
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREER,FLORENCE,35631,LAUDERDALE,2567688400,Voluntary non-profit - Other,Yes,Heart Attack,0.0
20017,ALASKA REGIONAL HOSPITAL,2801 DEBARR ROAD,ANCHORAGE,99508,ANCHORAGE,9072761131,,Yes,Surgical Infection Prevention,0.0
10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,36302,HOUSTON,3347938701,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,1.0
10018,CALLAHAN EYE FOUNDATION HOSPITAL,1720 UNIVERSITY BLVD,BIRMINGHAM,35233,JEFFERSON,2053258100,Voluntary non-profit - Private,,Heart Failure,0.0
10010,MARSHALL MEDICAL CENTER NORTH,8000 ALABAMA HIGHWAY 69,GUNTERSVILLE,35976,MARSHALL,2565718000,Government - Hospital District or Authority,Yes,Heart Attack,0.0
10015,SOUTHWEST ALABAMA MKDICAL CENTER,33700 HIGHWAY 43,THOMASVILLE,36784,CLARKE,3346366221,Government - Federal,Yes,Surgical Infection Prevention,0.0
10015,SOUTHWEST ALABAMA MEDICAL CENTER,33700 HIGHWAY 43,THOMASVILLE,36784,CLARKE,3346366221,Government - Federal,Yes,Surgical Infection Prevention,1.0
10010,MARSHALL MEDICAL CENTER NORTH,8000 ALABAMA HIGHWAY 69,GUNTERSVILLE,35976,MARSHALL,2565718000,Government - Hospital District or Authority,Yes,Heart Failure,1.0
10010,MARSHALL MEDICAL CENTEH NORTH,8000 ALABAMA HIGHWAY 69,GUNTERSVILLE,35976,MARSHALL,2565718000,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,0.0
10086,NORTHWEST MEDICAL CENTER,1530 U S HIGHWAY 43,WICFIELD,35594,MARION,2054877736,Proprietary,Yes,Heart Attack,0.0
10049,GADSDEN REGIONAL MEDICAL CENTER,1007 GOODYEAR AVENUE,GADSDEN,35903,ETOWAH,2564944000,Proprietary,Yes,Surgical Infection Prevention,0.0
10006,ELIZA COFFEE MEMORIAL HOSPITAL,,FLORENCE,35631,LAUDERDALE,2567688400,Voluntary non-profit - Other,Yes,Heart Attack,0.0
10049,MEDICAL CENTER ENTERPRISE,,ENTERPRISE,36330,COFFEE,3343470584,Proprietary,Yes,Surgical Infection Prevention,0.0
10040,GADSDEN REGIONAL MEDICAL CENTER,1007 GOODYEAR AVENUE,GADSDEN,35903,,2564944000,Proprietary,Yes,Heart Attack,0.0
10015,SOUTHWEST ALABAMA MEDICAL CENTER,33700 HIGHWAY 43,THOMASVILLE,36784,CLARKE,,Government - Federal,Yes,Heart Attack,0.0
10027,ELBA GENERAT HOSPITAL,987 DRAYTON STREET,ELBA,36323,COFFEE,3348972257,Voluntary non-profit - Other,Yes,Heart Failure,0.0
10023,BAPTIST MEDICAL CENTER SOUTH,2105 EAST SOUTH FOULEVARD,MONTGOMERY,36116,MONTGOMERY,3342882100,Voluntary non-profit - Church,Yes,Heart Attack,0.0
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,35631,LAUDERDALE,2053258100,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,0.0
10019,HELEN KELLER MEMORIAL HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,SHEFFIELD,35660,JEFFERSON,2563864556,Government - Hospital District or Authority,Yes,Heart Attack,1.0
10008,CRENSHAW COMMUNITY HOSPITAL,101 HOSPITAL CIRCLE,LUVERNE,36049,CRENSHAW,3343353374,Government - Federal,Yes,Pneumonia,0.0
10023,BAPTIST MEDICAL CENTER SOUTH,2105 EAST SOUTH BOULEVARD,MONTGOMERY,36116,MONTGOMERY,3342882100,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,1.0
,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,35007,SHELBY,2056208100,Voluntary non-profit - Church,Yes,Heart Attack,0.0
10035,CULLMAN REGIONAL MEDICAL CENTER,1912 ALABAMA HIGHWAY 157,CULLMAN,35058,CALLMAN,2567372000,Government - Hospital District or Authority,Yes,Heart Attack,0.0
10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,36201,CALHOUN,2562358900,Proprietary,Yes,Heart Attack,1.0
10033,UNIVERSITY OF ALABAMA HOSPITAL,1912 ALABAMA HIGHWAY 157,BIRMINGHAM,35233,JEFFERSON,2059344011,Government - State,Yes,Pneumonia,0.0
10032,WEDOWEE HOSPITAL,209 NORTH MAIN STREET,WEDOWEE,,RANDOLPH,2563572111,Government - Local,No,Surgical Infection Prevention,0.0
10049,MEDICAL CENTER ENTERPRISE,400 N EDWARDS STREET,ENTERPRISE,36330,COFFEE,3343470584,Proprietary,Yes,Heart Failure,0.0
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,35631,LAUDERDALE,2567688400,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,1.0
10009,HARTSELLE MEDICAL CENTER,201 PINE STREET NORTHWEST,HAETSELLE,35640,MORGAN,2567736511,Proprietary,Yes,Heart Attack,0.0
10047,GEORGIANA HOSPITAL,515 MIRANDA ST,GEORGISNA,36033,BUTLER,3343762205,Voluntary non-profit - Private,No,Heart Failure,0.0
10044,MARION REGIONAL MEDICAL CENTER,1256 MILITARY STREET SOUTH,HAMILTON,35570,MARION,2059216200,Voluntary non-profit - Private,,Heart Attack,0.0
10016,SHELBY BAPTIST MEDICAL CENTER,,ALABASTER,35007,SHELBY,2056208100,Voluntary non-profit - Church,Yes,Pneumonia,0.0
10046,,600 SOUTH THIRD STREET,GADSDEN,35901,ETOWAH,2565435200,Proprietary,Yes,Children s Asthma Care,0.0
10055,FLOWERS HOSPITAL,4370 WEST MAIN STREET,DOTHAN,36305,CULLMAN,3347935000,Proprietary,Yes,Pneumonia,0.0
10016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABPSTER,35007,SHELBY,2056208100,Voluntary non-profit - Church,Yes,Heart Failure,0.0
10019,HELEN KELLER MEMORIAL HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,SHEFFIELD,35660,JEFFERSON,2565435200,Government - Hospital District or Authority,Yes,Heart Attack,0.0
10038,,301 EAST 18TH ST,ANNISTON,36201,CALHOUN,2562358900,Proprietary,Yes,Children s Asthma Care,0.0
10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,35968,DE KALB,2568453150,Voluntary non-profit - Church,Yes,Pneumonia,1.0
10049,MEDICAL CENTER ENTERPRISE,400 N EDWARDS STREET,ENTERPRISE,36330,COFFEE,3343470584,Proprietary,Yes,Surgical Infection Prevention,1.0
10023,BAPTISS MEDICAL CENTER SOUTH,2105 EAST SOUTH BOULEVARD,MONTGOMERY,36116,MONTGOMERY,3342882100,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,0.0
10043,CHILTON MEDICAL CENTER,1010 LAY DAM ROAD,CLANTON,35045,CHIATON,2057552500,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,0.0
10012,,200 MED CENTER DRIVE,FORT PAYNE,35968,DE KALB,2568453150,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,0.0
10010,,8000 ALABAMA HIGHWAY 69,GUNTERSVILLE,35976,MARSHALL,2565718000,Government - Hospital District or Authority,Yes,Pneumonia,0.0
10010,MARSHALL MEDRCAL CENTER NORTH,8000 ALABAMA HIGHWAY 69,GUNTERSVILLE,35976,MARSHALL,2565718000,Government - Hospital District or Authority,Yes,Heart Failure,0.0
10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,36201,CALHOUN,2562358900,Proprietary,Yes,Pneumonia,1.0
10001,SOUTHEGST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,36302,HOUSTON,3347938701,Government - Hospital District or Authority,Yes,Heart Attack,0.0
10047,GEORGIANA HOSPITAL,515 MIRANDA ST,GEORGIANA,36033,BUTLER,3343762205,Government - Hospital District or Authority,No,Pneumonia,0.0
,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,36302,HOUSTON,3347938701,Government - Hospital District or Authority,Yes,Pneumonia,0.0
10019,HELEN KELLER MEMORIAL HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,SHEFFIELD,35660,JEFFERSON,2563864556,,Yes,Surgical Infection Prevention,0.0
10035,CULLMAN REGIONAL MEDICAL CENTER,1912 ALABAMA HIGHWAY 157,CULLMAN,35058,CULLMAN,,Government - Hospital District or Authority,Yes,Pneumonia,0.0
10038,STRINGFELLOW MEMORIAL HOSPITAL,2801 DEBARR ROAD,ANNISTON,36201,CALHOUN,2562358900,Proprietary,Yes,Children s Asthma Care,0.0
10009,HARTSELLE MEDICAL CENTER,201 PINE STREET NORTHWEST,HARTSELLE,35640,COFFEE,2567736511,Proprietary,Yes,Heart Failure,0.0
10044,ST VINCENT'S EAST,1256 MILITARY STREET SOUTH,HAMILTON,35570,MARION,2059216200,Voluntary non-profit - Private,Yes,Pneumonia,0.0
10033,UNIVERSITY OF ALABAMA HOSPITAL,619 SOUTH 19TH STREET,BIRMINGHAM,35233,JEFFERSON,2059344011,Government - State,Yes,Surgical Infection Prevention,1.0
10029,EAST ALABAMA MEDICAL CENTER AND SNF,2000 PEPPERELL PARKWAY,OPRLIKA,36801,LEE,3347493411,Government - Hospital District or Authority,Yes,Heart Attack,0.0
10006,ELIZA COPFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,35631,LAUDERDALE,2567688400,Voluntary non-profit - Other,Yes,Pneumonia,0.0
10047,GEORGIANA HOSPITAL,515 MIRANDA ST,GEORGIANA,36033,BUTLER,3343762205,,No,Surgical Infection Prevention,0.0
10011,ST VINCENT'S EAST,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,35235,COVINGTON,2058383122,Voluntary non-profit - Private,Yes,Pneumonia,0.0
10011,MARSHALL MEDICAL CENTER SOUTH,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,35235,JEFFERSON,2058383122,Voluntary non-profit - Private,Yes,Heart Failure,0.0
10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,35801,MADISON,2562651000,Government - Hospital District or Authority,Yes,Pneumonia,1.0
10049,MEDICAL CENTER ENTERPRISE,400 N EDWARDS STREET,ENTERPRISE,36330,COFFEE,3343470584,Voluntary non-profit - Private,Yes,Heart Failure,0.0
10047,GEORGIANA HOSPITAL,515 MIRANDA ST,GEORGIANA,36033,BUTLER,3343762205,Voluntary non-profit - Private,No,Heart Failure,1.0
10016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,35007,SHELBY,2056208100,Voluntary non-profit - Church,Yes,Heart Attack,0.0
10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,SHEFFIELD,36302,HOUSTON,3347938701,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,0.0
10010,MARSHALL MEDICAL CENTER NORTH,8000 ALABAMA HIGHWAY 69,GUNTERSVILLE,35976,MARSHALL,2565718000,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,1.0
10046,RIVERVIEW REGIONAL MEDICAL CENTER,600 SOUTH THIRD STREET,GADSDEN,35901,ETOWAH,2565435200,Proprietary,Yes,Pneumonia,1.0
10050,ST VINCENTS BLOUNT,150 GILBREATH DRIVE,ONEONTA,35121,BLQUNT,2052743000,Voluntary non-profit - Private,Yes,Heart Attack,0.0
10011,ST VINCENT'S EAST,50 MEIICAL PARK EAST DRIVE,BIRMINGHAM,35235,JEFFERSON,2058383122,Voluntary non-profit - Private,Yes,Pneumonia,0.0
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,35957,MARSHALL,2565938310,Government - Hospital District or Authority,Yes,Heart Failure,0.0
10018,CALLAHAN EYE FOUNDATION HOSPITAL,1720 UNIVERSITY BLVD,BIRMINGHAM,35233,JEFFERSON,2052743000,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,0.0
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,35631,LAUDERDALE,2567688400,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,0.0
10040,GADSDEN REGIONAL MEDICAL CENTER,1007 GOODYEAR AVENUE,GADSDEN,35903,ETOWAH,2564944000,Proprietary,Yes,Heart Attack,1.0
,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,36201,CALHOUN,2562358900,Proprietary,Yes,Pneumonia,0.0
10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,35968,DE KALB,2568453150,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,1.0
20017,ALASKA REGIONAL HOSPITAL,2801 DEBARR ROAD,ANCHORAGE,99508,ANCHORAGE,9072761131,Government - Hospital District or Authority,Yes,Heart Failure,0.0
10038,SOUTHEAST ALABAMA MEDICAL CENTER,301 EAST 18TH ST,ANNISTON,36201,CALHOUN,2562358900,Proprietary,Yes,Surgical Infection Prevention,0.0
10033,UNIVERSITY OF ALABAMA HOSPITAL,619 SOUTH 19TH STREET,BIRMINGHAM,35233,JEFFERSON,2059344011,Government - State,Yes,Pneumonia,1.0
10050,ST VINCENTS BLOUNT,150 GILBREATH DRIVE,ONEONTA,35121,BLOUNT,2052743000,Voluntary non-profit - Private,Yes,Heart Attack,1.0
10019,HELEN KELLER MEMORIAL HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,SUEFFIELD,35660,JEFFERSON,2563864556,Government - Hospital District or Authority,Yes,Pneumonia,0.0
10016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,35801,SHELBY,2056208100,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,0.0
10047,GEORGIANA HOSPITAL,515 MIRANDA ST,GEORGIANA,36033,BUTLER,3343762205,,No,Pneumonia,0.0
10043,CHILTON MEDICAL CENTER,1010 LAY DAM ROAD,CLANTON,35045,CHILTON,2057552500,Voluntary non-profit - Private,Yes,Pneumonia,0.0
10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,36302,HOUSTON,3347938701,Government - Hospital District or Authority,Yes,Pneumonia,1.0
10086,NORTHWEST MEDICAL CENTER,1530 U S HIGHWAY 43,ANDALUSIA,35594,MARION,2054877736,Proprietary,Yes,Heart Attack,0.0
10049,MEDICAL CENTER ENTERPRISE,400 N EDWARDS STREET,ENTERPRISE,36330,COFFEE,3343470584,Proprietary,Yes,Pneumonia,1.0
10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,ANCHORAGE,36302,HOUSTON,3347938701,Government - Hospital District or Authority,Yes,Pneumonia,0.0
10046,WEDOWEE HOSPITAL,209 NORTH MAIN STREET,WEDOWEE,36278,RANDOLPH,2563572111,Government - Local,No,Heart Failure,0.0
10016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,35007,SHELBY,2056208100,Voluntary non-profit - Church,Yes,Heart Failure,1.0
,WEDOWEE HOSPITAL,209 NORTH MAIN STREET,WEDOWEE,36278,RANDOLPH,2563572111,Government - Local,No,Heart Failure,0.0
10009,HARTSELLE MEDICAL CENTER,201 PINE STREET NORTHWEST,HARTSELLE,35640,MORGAN,2567736511,Proprietary,Yes,Pneumonia,0.0
10022,CHEROKEE MEDICAL CENTER,400 NORTHWOOD DR,CENTRE,35960,CHEROKBE,2569275531,Voluntary non-profit - Private,Yes,Heart Attack,0.0
10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,36201,CALHOUN,2562358900,Proprietary,Yes,Heart Attack,1.0
10021,DALE MEDICAL CENTER,126 HOSPITAL AVE,OBARK,36360,DALE,3347742601,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,0.0
20017,ALASKA REGIONAL HOSPITAL,2801 DEBARR ROAD,ANCHORAGZ,99508,ANCHORAGE,9072761131,Proprietary,Yes,Heart Failure,0.0
10043,CHILTON MEDICAL CENTER,1010 LAY OAM ROAD,CLANTON,35045,CHILTON,2057552500,Voluntary non-profit - Private,Yes,Heart Attack,0.0
10046,RIVERVIEW REGIONAL MEDICAL CENTER,600 SOUTH THIRD STREET,GADSDEN,35901,ETOWAH,2565435200,Proprietary,Yes,Heart Attack,1.0
10043,CHILTON MEDICAL CENTER,1010 LAY DAM ROAD,CLANTON,35045,CHILTON,2057552500,Voluntary non-profit - Private,Yes,Heart Attack,1.0
10009,MARION REGIONAL MEDICAL CENTER,1256 MILITARY STREET SOUTH,HAMILTON,35570,MARION,2059216200,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,0.0
10164,COOSA VALLEY MEDICAL CENTER,315 W HICKORY ST,SYLACAUGA,35150,TALLADEGA,2562495000,Voluntary non-profit - Other,No,Heart Attack,1.0
10016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,35007,GHELBY,2056208100,Voluntary non-profit - Church,Yes,Heart Attack,0.0
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,,35957,MARSHALL,2565938310,Government - Hospital District or Authority,Yes,Heart Attack,0.0
10032,,209 NORTH MAIN STREET,WEDOWEE,36278,RANDOLPH,2563572111,Government - Local,No,Heart Failure,0.0
10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,GADSDEN,35801,MADISON,2562651000,Government - Hospital District or Authority,Yes,Children s Asthma Care,0.0
10018,CALLAHAN EYE FOUVDATION HOSPITAL,1720 UNIVERSITY BLVD,BIRMINGHAM,35233,JEFFERSON,2053258100,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,0.0
10016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,35007,SHELBY,2056208100,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,0.0
10011,ST VINCENT'S EAST,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,35235,JEFFERSON,2058383122,Voluntary non-profit - Private,Yes,Pneumonia,1.0
10027,ELBA GENERAL HOSPITAL,987 DRAYTON STREET,ELBA,36323,COFFEE,3348972257,Voluntary non-profit - Other,Yes,Heart Attack,1.0
10046,RIVERVIEW REGIONAL MEDICAL CENTER,600 SOUTH THIRD STREET,GADSDEN,35901,ETOWAH,2565435200,Proprietary,Yes,Children s Asthma Care,1.0
20017,ALASKA REGIONAL HOSPITAL,2000 PEPPERELL PARKWAY,ANCHORAGE,99508,ANCHORAGE,9072761131,Proprietary,Yes,Surgical Infection Prevention,0.0
10047,GEORGIANA HOSPITAL,515 MIRANDA ST,GEORGIANA,36033,BUTLER,3343762205,Voluntary non-profit - Private,No,Surgical Infection Prevention,1.0
10050,ST VINCENTS BLOUNT,150 GILBREATH DRIVE,,35121,BLOUNT,2052743000,Voluntary non-profit - Private,Yes,Pneumonia,0.0
10047,GEORGIANA HOSPITAL,515 MIRANDA ST,GEORGIANA,36033,DUTLER,3343762205,Voluntary non-profit - Private,No,Pneumonia,0.0
10025,G H LANIER MEMORIAL HOSPITAL,4800 48TH ST,VALLEY,36854,CHAMBERS,3347561400,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,1.0
10024,JACKSON HOSPITAL & CLINIC INC,1725 PINE STREET,MONTGOMMRY,36106,MONTGOMERY,3342938000,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,0.0
10007,MIZELL MEIORIAL HOSPITAL,702 N MAIN ST,OPP,36467,COVINGTON,3344933541,Voluntary non-profit - Private,No,Surgical Infection Prevention,0.0
10039,WEDOWEE HOSPITAL,209 NORTH MAIN STREET,WEDOWEE,36278,RANDOLPH,2563572111,Government - Local,No,Heart Failure,0.0
10035,CULLMAN REGIONAL MEDICAL CENTER,1912 ALABAMC HIGHWAY 157,CULLMAN,35058,CULLMAN,2567372000,Government - Hospital District or Authority,Yes,Pneumonia,0.0
10046,RIVERVIEW REGIONAL MEDICAL CENTER,600 SOUTH THIRD STREET,GADSDEN,35901,ETOWAH,2565435200,Government - Local,Yes,Surgical Infection Prevention,0.0
10044,MARION REGIONAL MEDICAL CENTEO,1256 MILITARY STREET SOUTH,HAMILTON,35570,MARION,2059216200,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,0.0
10012,DEKALB REGIONAL MEDICAL CENTER,500 MED CENTER DRIVE,FORT PAYNE,35968,DE KALB,2568453150,Voluntary non-profit - Church,Yes,Pneumonia,0.0
10007,MIZELL MEMORIAL HOSPITAL,702 N MAIN ST,OPP,36278,COVINGTON,3344933541,Voluntary non-profit - Private,No,Pneumonia,0.0
,G H LANIER MEMORIAL HOSPITAL,4800 48TH ST,VALLEY,36854,CHAMBERS,3347561400,Voluntary non-profit - Other,Yes,Heart Failure,0.0
10027,ELBA GENERAL HOSPITAL,987 DRAYTHN STREET,ELBA,36323,COFFEE,3348972257,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,0.0
10012,DEKALB REGIONAL MEDICAL CENTER,2000 PEPPERELL PARKWAY,FORT PAYNE,35968,DE KALB,2568453150,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,0.0
10055,FLOWERS HOSPITAL,4070 WEST MAIN STREET,DOTHAN,36305,HOUSTON,3347935000,Proprietary,Yes,Pneumonia,0.0
10019,,1300 SOUTH MONTGOMERY AVENUE,SHEFFIELD,35660,JEFFERSON,2563864556,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,0.0
10019,HELEN KELLER MEMORIAL HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,SHEFFIELD,35660,JEFFERSON,2563864556,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,1.0
10022,CHEROKEE MEDICAL CENTER,400 NORTHWOOD DR,CENTRE,35960,CHEROKEE,2569275531,Voluntary non-profit - Private,Yes,Pneumonia,1.0
10021,DALE MEDICAL CENTER,126 HOSPITAL AVE,OZARK,35594,DALE,3347742601,Government - Hospital District or Authority,Yes,Heart Failure,0.0
10086,NORTHWEST MEDICAL CENTER,1530 U S HIGHWAY 43,WINFIELD,36078,MARION,2054877736,Proprietary,Yes,Surgical Infection Prevention,0.0
10036,ANDALUSIA REGIONAL HOSPITAL,849 SOUTH THREE NOTCH STREET,ANDALUSIA,36420,FAYETTE,3342228466,Proprietary,No,Pneumonia,0.0
10035,CULLMAN REGIONAL MEDICAL CENTER,1912 ALABAMA HIGHWAY 157,CULLMAN,,CULLMAN,2567372000,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,0.0
10034,COMMUNITY HOSPITAL INC,805 FRIENDSHIP ROAD,TALLASSEE,36078,ELMORE,3342836541,Voluntary non-profit - Private,No,Surgical Infection Prevention,1.0
10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,36201,CALHOUN,2562358900,Proprietary,,Heart Attack,0.0
10005,MALSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,35957,MARSHALL,2565938310,Government - Hospital District or Authority,Yes,Pneumonia,0.0
20017,ALASKA REGIONAL HOSPITAL,2801 DEBARR ROAD,ANCHORAGE,99508,ANCHORAGE,9072761131,Proprietary,Yes,Pneumonia,0.0
10047,GEORGIANA HOSPITAL,515 MIRANDA ST,GEORGIANA,36033,BUTLER,3343762205,Voluntary non-profit - Other,No,Surgical Infection Prevention,0.0
10007,MIZELL MEMORIAL HOSPITAL,702 N MAIN ST,OPP,36467,COVINGTON,3344933541,Government - Hospital District or Authority,No,Heart Attack,0.0
,UNIVERSITY OF ALABAMA HOSPITAL,619 SOUTH 19TH STREET,BIRMINGHAM,35233,JEFFERSON,2059344011,Government - State,Yes,Pneumonia,0.0
10029,EAST ALABAMA MEDICAL CENTER AND SNF,2006 PEPPERELL PARKWAY,OPELIKA,36801,LEE,3347493411,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,0.0
10021,DALE MEDICAL CENTER,126 HOSPITAL ALE,OZARK,36360,DALE,3347742601,Government - Hospital District or Authority,Yes,Heart Attack,0.0
10011,ST VINCENT'S EAST,50 MEDICAL PARK EAST DRIVE,BIRMINGOAM,35235,JEFFERSON,2058383122,Voluntary non-profit - Private,Yes,Heart Failure,0.0
10049,MEDICAL CENTER ENTERPRISE,400 N EDWARDS STREET,ENTERPRISE,36330,JEFFERSON,3343470584,Proprietary,Yes,Heart Attack,0.0
10034,COMMUNITY HOSPITAL INC,805 FRIENDSHIP ROAD,TALLFSSEE,36078,ELMORE,3342836541,Voluntary non-profit - Private,No,Heart Failure,0.0
10055,FLOWERS HOSPITAL,4370 WEST MAIN STREET,DOTHAN,36305,HOUSTON,3347935000,Proprietary,Yes,Pneumonia,1.0
